Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
2712,Mature,Good,No,,73021.66,2951.1,38.4,1214.3
56856,Middle aged,Fair,No,,2157.61,66.5,3.6,20.2
19018,Mature,Good,No,,6766.27,161.9,6.7,144.4
55913,Juvenile,Dead,No,,179.8,2.4,0.6,10.7
872,Middle aged,Fair,No,,3806.03,76.8,3.8,96.1
56909,Juvenile,Good,No,,172.61,1.4,0.4,2.9
47971,Juvenile,Good,No,,524.3,9.9,1.4,9.2
01100527_1,Juvenile,Good,No,,115.07,,,
22080,Middle aged,Poor,No,,2796.26,52.3,3.2,39.3
17131,Mature,Fair,No,,7269.71,336.2,10.2,44.5
13078,Mature,Good,No,,26287.26,945.4,19.5,250.7
18738,Mature,Good,No,,83256.83,3791.1,40.9,486.3
17624,Mature,Fair,No,,85837.88,3713.3,44.2,1491.2
590,Mature,Fair,No,,68508.48,2171.3,28.4,679.3
42163,Middle aged,Good,No,,2209.39,43.7,3.1,101.2
9640,Mature,Fair,No,,30448.22,446.3,9.1,344.6
21543,Mature,Fair,No,,65323.84,2205.8,25.6,591.5
7481,Middle aged,Fair,No,,11486.04,276.9,7.3,129.6
2616,Mature,Fair,No,,24535.28,790.6,15.7,453
38160,Middle aged,Fair,No,,14384.08,,,
45226,Mature,Poor,No,,10502.29,310.2,9,68
6062,Middle aged,Good,No,,8729.69,163.9,5.7,34.2
5443,Mature,Fair,No,,8055.08,434.6,11.9,144.4
12407,Mature,Fair,No,,11486.04,377,10.1,70.4
1318,Mature,Fair,No,,82179.1,2665.6,32.1,904.4
56505,Juvenile,Fair,No,,3106.96,,,
28926,Mature,Good,No,,5074.7,181.9,8.1,82.4
55034,Juvenile,Good,No,,115.07,1.6,0.5,5.7
58979,Juvenile,Fair,No,,582.56,,,
15798,Mature,Fair,No,,28040.32,926.4,15.7,361
18490,Mature,Good,No,,7482.59,293.5,10.7,286.7
32552,Middle aged,Good,No,,8837.58,138.9,5.4,121.3
20427,Mature,Fair,No,,27218.27,738.5,15,225.5
43628,Mature,Good,No,,28545.68,1060.8,21,125.4
42612,Middle aged,Good,No,,932.09,12.5,1.6,3
656,Middle aged,Fair,No,,7732.88,207.5,7.1,70.4
12180,Mature,Good,No,,7048.92,233.7,9.4,161.4
35058,Middle aged,Good,No,,1558.87,33.1,3,50.9
10062,Mature,Fair,No,,19641.82,687,14.5,517.2
19628,Middle aged,Good,No,,11893.83,175.5,6,378.8
12611,Middle aged,Good,No,,4861.82,123.5,5.7,263
2612,Mature,Fair,No,,59816.54,2283.4,29.4,471.2
5260,Mature,Fair,No,,13126.91,287.6,8.1,309.6
56792,Juvenile,Good,No,,115.07,1.4,0.4,5.2
7450,Middle aged,Fair,No,,5469.54,90.2,3.9,74
21930,Middle aged,Good,No,,8293.86,199.6,7.8,133.2
51632,Middle aged,Fair,No,,3132.85,70.1,4.1,29.6
48536,Mature,Good,No,,10573.38,199.6,7.8,133.2
7254,Middle aged,Good,No,,2378.77,61.3,3.9,63.6
3134,Mature,Fair,No,,23336.73,803.7,14.5,368.2
55455,Juvenile,Good,No,,699.07,2,0.6,12.5
54631,Juvenile,Good,No,,524.3,2.7,0.7,11.6
50111,Juvenile,Good,No,,233.02,3.7,0.8,19.6
49597,Juvenile,Good,No,,258.91,4.3,0.9,11.6
50115,Middle aged,Good,No,,460.29,7.5,1.2,4.1
51507,Middle aged,Good,No,,5834.18,121.3,5,151
51551,Juvenile,Good,No,,258.91,1.5,0.5,2.6
58155,Juvenile,Good,No,,,,,
6768,Mature,Good,No,,27185.9,625.5,12.3,297.6
54092,Juvenile,Good,No,,179.8,2.7,0.7,3.5
49983,Middle aged,Good,No,,582.56,2.7,0.7,3.5
57836,Juvenile,Good,No,,191.79,,,
38680,Mature,Good,No,,24535.28,857.7,18.4,173.8
57983,Juvenile,Good,No,,191.79,,,
59282,Juvenile,Good,No,,269.7,,,
8547,Mature,Good,No,,73021.66,2622,31.9,1057
22224,Mature,Good,No,,40455.22,1608.4,24.1,686
20337,Mature,Good,No,,20544.78,200.1,6.4,365
41971,Middle aged,Good,No,,647.28,14.8,1.9,3.5
41824,Mature,Good,No,,59653.64,2844.3,37.4,412.9
16786,Mature,Good,No,,71809.62,2267.3,32.8,912.6
27195,Middle aged,Fair,No,,11815.08,328.8,8.8,336.9
4534,Mature,Fair,No,,18262.02,518.3,12.2,210.2
11906,Middle aged,Good,No,,3145.8,29.1,1.6,51
22090,Mature,Good,No,,30042.58,759.8,17.2,130.1
36262,Middle aged,Good,No,,317.17,3.9,0.8,3.8
41109,Middle aged,Fair,No,,4177.14,85.3,4.2,60.8
10364,Mature,Fair,No,,33899.31,811.4,12.8,559.6
12604,Mature,Fair,No,,13808.71,496.1,11,390.6
59207,Juvenile,Good,No,,115.07,,,
18444,Mature,Good,No,,28312.17,772.2,17.3,412.9
11993,Mature,Good,No,,82536.72,3515.8,42.5,1534.9
17895,Mature,Good,No,,18131.49,593.2,14.8,205
6872,Mature,Good,No,,11283.82,404.6,11,77.2
19723,Mature,Fair,No,,20305.52,844.1,14.8,388
10147,Middle aged,Good,No,,2854.52,68.6,4.2,211.6
20442,Mature,Fair,No,,21212.55,317.4,7.4,72.1
4949,Mature,Fair,No,,25403.72,577.4,10.5,164.9
32732,Middle aged,Fair,No,,7078.05,140.3,5.6,122.3
13282,Mature,Fair,No,,29972.46,675.8,11.5,294.9
59367,,,No,,,,,
16838,Mature,Poor,No,,35522.92,1933.5,26.4,278
32027,Middle aged,Good,No,,7078.05,105,4.8,88.5
3478,Mature,Good,No,,16384.37,510.6,13.6,372.8
26412,Juvenile,,No,,607.73,,,
31945,Middle aged,Good,No,,10572.3,266.2,8.7,319.9
10695,Mature,Fair,No,,30931.52,601.2,10.7,244
4703,Mature,Good,No,,7732.88,131.8,5.1,56
50587,Middle aged,Good,No,,719.2,2.7,0.7,3.5
1100383,Juvenile,Dead,No,,115.07,,,
7017,Mature,Fair,No,,32894.95,783.1,12.5,190.5
1490,Mature,Fair,No,,12411.54,409.7,9.8,110.9
27009,Middle aged,Good,No,,3132.85,101.3,5.7,76
31678,Middle aged,Good,No,,3883.7,111.1,2,1214.6
32501,Middle aged,Good,No,,1870.64,45.6,3.3,33.6
57858,Juvenile,Good,No,,115.07,,,
37988,Juvenile,Good,No,,345.22,7.5,1.2,28.7
3881,Mature,Fair,No,,4228.92,153,5.9,134.6
50322,Middle aged,Good,No,,1398.13,20.2,2.1,3.2
3188,Middle aged,Fair,No,,7767.4,199.9,6.6,190.5
18507,Mature,Good,No,,4718.7,166.4,7.7,161.4
58093,Juvenile,Good,No,,172.61,,,
54436,Middle aged,Good,No,,1093.91,26.5,2.7,27.3
44828,Middle aged,Good,No,,3883.7,29.8,2.6,92.6
47033,Juvenile,Good,No,,388.37,3.7,0.8,10.3
18246,Mature,Good,No,,8223.74,142.1,5.3,56
59079,Juvenile,Fair,No,,239.74,,,
26372,Middle aged,Good,No,,2454.88,,,
53498,Middle aged,Good,No,,1879.52,32.6,2.7,28.4
53219,Juvenile,Good,No,,613.72,2.4,0.6,9.9
54096,Middle aged,Fair,No,,1870.64,54,3.5,76
2638,Mature,Good,No,,12411.54,483.5,12.4,259
7734,Mature,Good,No,,8314,261.2,9.1,97.2
18320,Mature,Good,No,,10385.3,305.7,9.5,297.6
51842,,,No,,,,,
17087,Mature,Good,No,,18131.49,606.1,15,466.2
2287,Middle aged,Good,No,,14960.34,,,
22599,Mature,Fair,No,,11840.97,399.6,10.4,35.1
21665,Middle aged,Good,No,,15957.69,394.3,11.5,97.8
60098,,,No,,,,,
5598,Mature,Fair,No,,9671.85,336.2,10.2,362.1
59284,Juvenile,Good,No,,0,,,
56468,Middle aged,Good,No,,8630.45,143.7,6.4,97.8
58761,,,No,,,,,
1040,Mature,Fair,No,,17952.4,240.4,6.3,378.8
7940,Mature,Good,No,,42289.18,1472.2,25.4,341.1
50818,Middle aged,Fair,No,,2796.26,52.3,3.2,39.3
37397,Middle aged,Good,No,,783.21,18.7,2.1,57.8
16971,Middle aged,Good,No,,4565.5,59.5,3.8,39.3
11844,Middle aged,Good,No,,1841.16,39,3,20.6
854,Middle aged,Fair,No,,8837.58,202.4,7,168.4
52736,Juvenile,Good,No,,469.88,1,0.2,3.3
45211,Middle aged,Good,No,,1747.67,61.4,4.3,29.6
1367,Mature,Good,No,,38067.82,1504.9,25.7,117.8
21067,Middle aged,Good,No,,3505.04,63.1,4,164.9
49719,Mature,Good,No,,2596.33,71.9,4.6,33.3
32942,Middle aged,Good,No,,3452.18,42.6,2.2,20
13172,Mature,Good,No,,40242.69,1412.8,24.7,248.7
31667,Mature,Good,No,,13291.97,249,7.8,298.7
59601,Juvenile,Good,No,,345.22,,,
8321,Mature,Good,No,,55739.2,2078.3,31.1,1534.9
21116,Middle aged,Good,No,,7767.4,180.7,7.1,146.6
18533,Mature,Good,No,,23681.94,426.4,9.9,324.4
18528,Mature,Good,No,,148107.08,5211.4,27.1,1337.7
34046,Mature,Fair,No,,724.96,19.4,1.8,21.9
50240,Juvenile,Good,No,,317.17,4.3,0.9,9.9
33181,Middle aged,Good,No,,1631.15,39.5,3,95.7
16632,Middle aged,Good,No,,9942.27,237,8.2,216.8
20391,Mature,Poor,Yes,Trunk decay,9189.5,296.4,8.7,88.5
11509,Middle aged,Fair,No,,4565.5,101.5,4.7,128.8
7282,Mature,Good,No,,25403.72,862,18.4,248.7
50573,Juvenile,Good,No,,153.43,2.7,0.5,13.9
9669,Middle aged,Good,No,,9330.6,147.7,5.2,240.3
9647,Mature,Fair,No,,24273.14,388,8.4,294.9
3785,Mature,Fair,No,,12945.67,373.5,10.1,272.7
38034,Middle aged,Good,No,,2494.2,43.9,2.9,93.4
53003,Juvenile,Good,No,,2494.19,19.9,2,12.6
19241,Middle aged,Fair,No,,3132.85,80.3,4.4,39.3
20796,Mature,Fair,No,,53167.86,993.3,14.3,365
60391,,,No,,,,,
19958,Mature,Good,No,,25403.72,577.4,11.8,288.4
38289,Middle aged,Good,No,,1870.64,46.6,3.3,10.7
3002,Mature,Fair,No,,15957.69,443.4,10.3,387.5
432,Mature,Fair,No,,19641.82,489.2,10,187.6
59447,Middle aged,Fair,No,,14585.46,,,
914,Mature,Fair,No,,9308.65,434.6,13.3,185.6
10012,Middle aged,Good,No,,809.1,10.3,1.4,12.6
51221,Middle aged,Good,No,,7518.08,84.7,2.8,211
57073,Juvenile,Dead,No,,115.07,1.5,0.5,6.7
18970,Middle aged,Fair,No,,16321.25,356.9,10.6,86.8
52374,Juvenile,Good,No,,264.31,5.4,1,12.6
2162,Mature,Fair,No,,37003.04,1399.8,21.9,294.6
20816,Mature,Poor,No,,3728.35,125.2,5.7,66.4
14326,Mature,Fair,No,,8699.49,279.5,8.4,44.5
10322,Middle aged,Good,No,,7281.95,95.2,4.2,190.5
45128,Middle aged,Fair,No,,776.74,9.9,1.2,12.6
55805,Juvenile,Good,No,,317.17,2.7,0.7,9.9
30329,Mature,Fair,No,,20419.63,487.9,9.5,265
50498,Juvenile,Fair,No,,1941.85,23.4,1.2,59.5
18180,Mature,Fair,No,,14960.34,362.2,9.8,234.2
37304,Middle aged,Good,No,,979.01,11.5,1.3,15.9
6255,Mature,Good,No,,16321.25,337,11.1,229
3583,Mature,Fair,No,,7048.19,245.6,7.3,34.2
41700,Mature,Good,No,,22581.08,572.1,13.5,368.2
1100363,Juvenile,Good,No,,115.07,,,
54330,Juvenile,Good,No,,153.43,1.4,0.5,3.5
20387,Mature,Fair,No,,20544.78,301.9,7.6,333
18629,Mature,Fair,No,,12411.54,436.1,11,173
17569,Mature,Fair,No,,24535.28,784.8,13.2,343.3
53237,Middle aged,Good,No,,1870.64,54,3.9,44.5
17189,Mature,Good,No,,78644.93,1702.4,27.6,773.5
7013,Over Mature,Good,No,,44773.67,1126.4,17.3,215.2
50920,Juvenile,Fair,No,,153.43,1.7,0.5,2.1
52399,Juvenile,Good,No,,352.41,2.4,0.6,2.6
53288,Juvenile,Fair,No,,233.02,3.7,0.7,3.8
5772,Mature,Fair,No,,32661.92,736.2,12.8,626.4
22331,Mature,Good,No,,29972.46,701.8,13.2,162.2
55975,Mature,Fair,No,,4861.82,137.7,6.1,254.3
1972,Mature,Good,No,,82179.1,2630.9,35.8,1057
54245,Middle aged,Fair,No,,2217.06,49.7,2.9,67.7
36185,Middle aged,Good,No,,5469.54,95.7,5.1,57.5
5518,Mature,Good,No,,12583.19,187.5,6.2,162.2
49039,Mature,Fair,No,,503.44,11.9,1.3,16.6
6738,Mature,Fair,No,,33899.31,1288.2,20.9,428
21076,Mature,Fair,No,,60595.43,1161.2,15.7,450.6
59085,Mature,Fair,No,,45655.06,,,
47727,Mature,Good,No,,4854.63,215.6,8.8,283
19931,Mature,Fair,No,,13321.09,269.7,6.8,112.6
6065,Mature,Good,No,,54560.59,2163.2,31.8,578.8
1715,Mature,Fair,No,,18879.1,406.9,8.6,281.4
12125,Mature,Good,No,,30931.52,728.3,13.5,112.6
21767,Mature,Good,No,,39769.1,1179.3,22.3,1140.5
57569,Not Applicable,Not applicable,No,,1454.95,44,2.8,69
54667,Juvenile,Good,No,,115.07,1.4,0.5,2.6
47042,Mature,Good,No,,14184.62,417.1,12,358.8
16858,Mature,Fair,No,,32894.95,1279.6,23.4,626
15631,Mature,Fair,No,,15292.07,317.4,7.4,96.1
51178,Mature,Good,No,,972.37,24.1,2.3,47.5
41997,Middle aged,Good,No,,1456.39,39.2,3.3,29.6
56810,Juvenile,Fair,No,,1380.87,11.3,0.9,5.6
2201,Middle aged,Fair,No,,2589.13,62.1,3.8,60.8
55301,Juvenile,Good,No,,233.02,2.4,0.6,7.4
3435,Middle aged,Good,No,,16321.25,443.9,13.6,206.2
56820,Juvenile,Good,No,,258.91,1.4,0.4,6.1
20830,Mature,Poor,No,,12427.85,439.5,9.4,93.4
32889,Middle aged,Fair,No,,1093.91,33.7,2.7,12.6
17868,Mature,Good,No,,34953.31,1107.3,21.5,929
20630,Mature,Fair,No,,10338.19,302.5,8.9,305.8
40436,Middle aged,Good,No,,5834.18,106.4,5.2,121.3
9702,Mature,Fair,No,,9786.92,187.5,5.5,164.9
44757,Middle aged,Good,No,,3806.03,47.4,3.3,85.9
59413,Middle aged,Fair,No,,10442.84,,,
12519,Mature,Fair,Yes,Tree defect,6450.78,186,6.7,149.5
27524,Middle aged,Fair,No,,23336.73,696.1,13.4,292.4
52139,Juvenile,Good,No,,647.28,1.6,0.5,7.3
9994,Mature,Good,No,,24475.41,509.5,11,450.2
10427,Mature,Fair,No,,15224.1,465.1,10.8,450
52462,Middle aged,Fair,No,,3806.03,57.9,3.3,77.2
11133,Mature,Good,No,,12951.06,583,14.7,169.6
55049,Juvenile,Good,No,,179.8,2.7,0.7,9.9
56306,Juvenile,Good,No,,153.43,1.4,0.4,3.2
11990,Mature,Good,No,,8388.79,337.8,11.7,305.2
15977,Mature,Good,No,,15534.8,240.4,7.1,277.7
19594,Mature,Good,No,,19641.82,406.9,9.6,40.2
217,Middle aged,Fair,No,,1941.85,19.9,1.8,5.8
38891,Middle aged,Good,No,,1268.68,18.7,1.9,71.7
46768,Mature,Fair,No,,8810.25,273.6,8.4,258.6
1884,Mature,Fair,No,,31038.92,1199,20.1,282.2
4349,Mature,Good,No,,16316.94,406.9,9.6,85.3
11396,Middle aged,Fair,No,,3806.03,67.2,3.7,23.5
3995,Mature,Fair,No,,25166.38,712.2,13.4,324.4
37115,Middle aged,Fair,No,,5394.03,120.7,5.2,68
12802,Middle aged,Poor,No,,2494.19,47.7,2.9,39.3
10631,Mature,Good,No,,23311.92,615.5,15.2,352.1
9592,Middle aged,Fair,No,,5898.38,65.2,3,85.3
45436,Mature,Fair,No,,4718.7,126,5.3,87.5
52043,Juvenile,Good,No,,317.17,6.2,1.1,21.9
5806,Middle aged,Good,No,,6563.46,87.1,4,142.9
59311,Middle aged,Fair,No,,1823.18,,,
60058,,,No,,,,,
21818,Middle aged,Fair,No,,7775.5,163.7,5.4,116.5
15461,Mature,Good,No,,23336.73,688.1,14.9,407.9
30328,Over Mature,Fair,No,,55586.78,2454.4,27.3,686
1100193,Juvenile,Dead,Yes,Newly planted tree failure,172.61,,,
55931,Middle aged,Good,No,,2184.58,10.4,1.4,12.6
52167,Middle aged,Fair,No,,3994.82,39,2.7,27.6
8769,Mature,Fair,No,,6911.55,183.3,6.6,119.3
256,Mature,Fair,No,,12995.54,243.6,8.8,67.7
54156,Not Applicable,Dead,No,,179.8,2.4,0.6,2.6
12174,Middle aged,Fair,No,,2796.26,54.5,3.3,97.8
14963,Mature,Fair,No,,8810.25,443.4,10.3,215.2
57098,Juvenile,Good,No,,239.74,,,
16582,Mature,Fair,No,,16781.42,639.4,13.8,348.9
5303,Mature,Fair,No,,5523.49,252.3,8.6,132.7
41913,Middle aged,Good,No,,1640.86,17,1.6,52.5
3165,Middle aged,Fair,No,,9398.56,234,7.2,96.1
2655,Middle aged,Fair,No,,12411.54,430.9,10.9,107.4
22160,Mature,Fair,No,,14960.34,448.7,11.2,578.8
56051,Juvenile,Good,No,,172.61,1.2,0.4,9.9
56857,Middle aged,Fair,No,,2610.71,83.6,4.2,43.8
54572,Juvenile,Good,No,,258.91,3.7,0.8,13.2
9499,Mature,Fair,No,,18879.1,965.6,17.5,155.2
4021,Middle aged,Fair,No,,4045.52,116.7,5.1,187.6
2781,Middle aged,Good,No,,14020.16,297.9,9.9,427.5
2937,Middle aged,Fair,No,,932.09,22.7,2.1,29.6
14693,Middle aged,Good,No,,10485.99,187.5,6.2,277.7
52509,Middle aged,Fair,No,,5469.54,76.6,4.1,84.9
8065,Middle aged,Fair,No,,4565.5,104.2,4.5,76.3
17666,Mature,Good,No,,30448.22,531.6,11.2,994.9
1100493,Middle aged,Fair,No,,345.22,8.6,1.2,11.6
18339,Mature,Good,No,,62139.2,1848.1,29.1,823.5
60326,,,No,,,,,
59589,Juvenile,Good,No,,64.73,,,
15946,Mature,Good,No,,27065.08,826.9,16.6,247.3
38863,Middle aged,Fair,No,,5394.03,99.1,4.6,149.5
4414,Middle aged,Fair,No,,21212.55,466.9,9.3,294.9
31947,Middle aged,Good,No,,1747.67,61.1,4.4,100.5
1783,Middle aged,Good,No,,3568.15,61.1,3.5,47.5
46367,Middle aged,Good,No,,1558.87,39.8,2.9,102.1
48706,Middle aged,Good,No,,3452.18,28.6,2.5,60
2620,Mature,Fair,No,,22020.58,537.9,12.5,372.8
625,Mature,Good,No,,8388.79,261.2,9.1,134.6
7579,Mature,Good,No,,20721.7,427.6,11.2,137.7
9731,Mature,Fair,No,,39769.1,1169.3,19.7,341.4
6014,Middle aged,Fair,No,,6068.29,127.7,4.7,139.4
9509,Mature,Fair,No,,34918.79,1334.8,21.3,285.4
19587,Mature,Good,No,,10338.19,175.5,6,40.2
56879,Juvenile,Good,No,,269.7,2.4,0.6,14.5
49775,Middle aged,Good,No,,932.09,14.8,1.9,12.6
4649,Middle aged,Fair,No,,932.09,19.7,1.8,25.6
7096,Mature,Good,No,,91374.84,4249.9,37.7,1302.3
12957,Middle aged,Good,No,,14020.16,200.8,6.8,294.7
50817,Middle aged,Good,No,,2494.19,46.1,3.3,67.7
45547,Middle aged,Good,No,,3371.27,120.7,5.8,31.1
58019,Middle aged,Good,No,,6068.29,,,
37404,Middle aged,Good,No,,1242.78,19.4,2,21.9
2011,Mature,Good,No,,8810.25,252.7,8.6,307.2
21477,Mature,Fair,No,,18262.02,514.8,11.3,301.2
18543,Mature,Fair,No,,10338.19,200.1,5.7,86.7
7707,Mature,Fair,No,,18874.78,334.3,7.7,215.2
516,Mature,Good,No,,5074.7,166.4,7.7,305.2
58506,Juvenile,Good,No,,233.02,,,
4788,Middle aged,Good,No,,7759.73,253.8,9,307.2
2835,Middle aged,Fair,No,,6766.27,96.6,4.4,64.3
21571,Mature,Fair,No,,87626,3034.9,34.7,669.1
47177,Middle aged,Fair,No,,1093.91,28.1,2.4,41.8
11608,Mature,Good,No,,13696.52,518.4,14.8,229.1
12218,Mature,Good,No,,21809.14,672.5,12.3,371.6
15745,Middle aged,Fair,No,,552.35,19.7,1.8,25.2
56243,Juvenile,Good,No,,258.91,4.3,0.9,3.5
33099,Mature,Good,No,,4177.14,86.1,4.8,97.2
37701,Juvenile,Good,No,,233.02,4.2,0.9,10.8
6088,Mature,Good,No,,23681.94,509.5,11,433.1
22527,Middle aged,Fair,No,,3889.45,152.1,6.4,107.4
59309,Middle aged,Good,No,,3480.95,,,
170,Middle aged,Fair,No,,4530.98,198.5,7.5,88.5
26706,Mature,Fair,No,,61863.03,3016.7,34.4,173
10389,Mature,Fair,No,,8354.27,218.3,7.3,168.4
41159,Middle aged,Poor,No,,970.92,12.7,1.3,11.8
20754,Mature,Good,No,,61168.28,2637.8,35.8,499.6
48888,Juvenile,Good,No,,1174.82,7.7,1.2,18.2
26277,Middle aged,,No,,1640.86,16.1,0.9,75.9
56655,Juvenile,Good,No,,86.3,0.6,0.3,5
54372,Juvenile,Good,No,,188.79,1.8,0.4,4.5
15150,Mature,Fair,No,,1631.15,52.3,3.2,122.4
55962,Juvenile,Good,No,,239.74,1.4,0.4,8.6
55961,Mature,Fair,No,,7832.13,93.9,4.4,23.3
8557,Mature,Good,No,,59841.36,2155.7,28.4,1057
38959,Middle aged,Good,No,,1367.39,13.2,1.4,31.7
34095,Middle aged,Good,No,,5469.54,76.3,4.4,50.5
6102,Mature,Fair,No,,24535.28,993.3,17.9,412.9
59982,,,No,,,,,
46163,Middle aged,Good,No,,1380.87,46.6,3.6,27.1
35072,Mature,Good,No,,2378.77,89.7,5.3,36.9
16066,Mature,Good,No,,9189.5,294.3,9.8,55
13736,Mature,Good,No,,40396.96,2282.3,35.3,587.1
46156,Middle aged,Good,No,,809.1,13.4,1.6,11.2
3944,Mature,Fair,No,,9786.92,187.5,5.5,344.6
54491,Middle aged,Good,No,,2097.2,39.8,3.3,21.9
19570,Mature,Fair,No,,27185.9,625.5,11,244
4050,Mature,Good,No,,11185.06,187.5,6.2,281.4
59630,Juvenile,Good,No,,28.77,,,
4805,Middle aged,Good,No,,8810.25,261.2,9.1,67.7
36281,Mature,Fair,No,,6766.27,155.4,5.9,44.5
8348,Mature,Fair,No,,11283.82,384,9.6,264.6
15153,Middle aged,Good,No,,1380.87,46.6,3.6,31.6
57833,Juvenile,Good,No,,153.43,,,
4003,Mature,Good,No,,11185.06,254,8.4,225.4
27460,Mature,Fair,No,,24535.28,882.8,16.7,230.9
4795,Mature,Good,No,,37003.04,1460.6,25.3,301.6
15386,Mature,Fair,No,,4228.92,150.6,5.9,82.1
26447,Mature,Good,No,,20721.7,426.7,12.3,146
30307,Mature,Fair,No,,11815.08,401.8,10,64.8
20736,Mature,Good,No,,18641.76,416.7,10.3,313.9
11652,Mature,Fair,No,,11840.97,403.8,9.7,135
1991,Mature,Good,No,,41021.59,1064.8,20.9,781.4
1100378,Juvenile,Dead,No,,115.07,,,
57121,Juvenile,Good,No,,239.74,1.4,0.3,9.3
38921,Middle aged,Good,No,,11076.63,69.3,4.2,58.5
56728,Middle aged,Fair,No,,2114.46,25.6,1.9,13.7
49533,Mature,Good,No,,83256.83,3594.1,43.1,1337.7
12571,Middle aged,Fair,No,,7732.88,142.1,4.7,56
19367,Mature,Fair,No,,13321.09,269.7,6.8,277.7
54379,Juvenile,Good,No,,188.79,1.8,0.4,4.5
47833,Middle aged,Good,No,,5898.38,95.2,4.2,101.2
57425,Juvenile,Good,No,,153.43,,,
20205,Mature,Good,No,,117481.94,4314.9,38.2,1622.3
1185,Middle aged,Fair,No,,1691.57,24.1,2,29.3
10388,Over Mature,Poor,No,,14828.06,433.5,10.9,283
55696,Juvenile,Good,No,,134.85,2.7,0.7,3.3
12899,Middle aged,Poor,No,,2220.19,90.4,4.7,88.5
9924,Mature,Fair,No,,78321.29,4223.5,33.5,697.8
16341,Middle aged,Fair,No,,1215.46,27.6,2.4,29.6
45460,Middle aged,Fair,No,,3132.85,101.3,5.7,39.3
15063,Mature,Fair,No,,28099.65,650.3,11.2,761.7
57709,Juvenile,Good,No,,115.07,,,
50088,Juvenile,Fair,No,,345.22,3.7,0.7,3.5
421,Mature,Fair,No,,12694.3,304.6,7.6,82.5
18058,Mature,Poor,No,,7269.71,300.5,8.8,201.3
2805,Mature,Fair,No,,3132.85,12.8,1.4,10.7
54015,Juvenile,Good,No,,179.8,2.7,0.7,9.9
8314,Mature,Good,No,,42468.26,1935.8,29.8,230.9
9944,Mature,Fair,No,,42468.26,2047.8,27.4,420.2
2083,Mature,Fair,No,,14020.16,293.3,7.6,95.8
40507,Middle aged,Fair,No,,1268.68,28.4,2.2,28.7
19094,Mature,Good,No,,32894.95,1263.9,23.2,301.6
10549,Mature,Fair,No,,17127.12,331.8,8.2,245.4
46342,Middle aged,Good,No,,1093.91,19.8,2,11.6
21980,Veteran,Fair,No,,45655.06,1713.8,19.6,390.6
18390,Middle aged,Good,No,,6014.46,154.3,6.7,107.4
3457,Mature,Fair,No,,16116.88,559.5,11.7,121.3
8353,Middle aged,Fair,No,,6350.93,87.1,3.6,96.1
59310,Mature,Poor,No,,3171.69,,,
57878,Juvenile,Good,No,,153.43,,,
59879,Middle aged,Good,No,,776.74,,,
13734,Middle aged,Good,No,,14020.16,302.2,9.9,184.4
22455,Mature,Fair,No,,80402.31,2737.2,32.6,794.9
58023,Middle aged,Good,No,,1726.09,,,
2570,Mature,Fair,No,,18879.1,629.4,13.7,146.8
55901,Juvenile,Good,No,,191.79,1.4,0.5,8.5
6266,Mature,Fair,No,,11893.83,193.9,6,356.1
52239,Mature,Fair,No,,719.2,12.5,1.4,11.6
16271,Mature,Good,No,,36463.63,1387.2,24.4,559.6
19793,Middle aged,Fair,No,,2663.21,100.5,5.1,63.4
3959,Mature,Fair,No,,17476.66,357.2,9.1,96.1
18825,Mature,Good,No,,7048.92,494,14.6,118.6
17856,Mature,Fair,No,,33899.31,1428.2,22.3,823.5
12108,Middle aged,Good,No,,1456.39,33.9,2.8,72.8
32361,Middle aged,Good,No,,1640.86,24.4,2.3,54.5
18542,Mature,Fair,No,,15979.27,334.3,7.7,297.6
58659,Juvenile,Dead,No,,153.43,,,
21308,Mature,Good,No,,111161.21,3927.3,40.8,1188.3
60346,,,No,,,,,
20717,Middle aged,Fair,No,,3452.18,67.9,3.7,44.5
34247,Middle aged,Good,No,,1035.65,19.9,2,12.8
16640,Mature,Fair,No,,30931.52,728.3,12,86.7
7852,Mature,Fair,No,,39769.1,1184.3,19.9,710.1
1100483,Middle aged,Fair,No,,786.46,9.7,1.1,13.7
59440,Juvenile,Good,No,,115.07,,,
6426,Middle aged,Good,No,,37003.04,,,
48531,Middle aged,Good,No,,2174.87,49.2,3.4,1.8
17007,Mature,Fair,No,,8388.79,313.9,9.8,173.2
17551,Middle aged,Good,No,,5056.9,72.5,2.7,211.8
52019,Juvenile,Good,No,,776.74,2.4,0.6,3.5
20189,Over Mature,Good,No,,84850.23,3517.8,42.3,328.5
13537,Mature,Good,No,,10572.3,240.6,8.3,331.2
58753,Not Applicable,Not applicable,No,,414.26,,,
56193,Juvenile,Fair,No,,1078.8,12.5,1.4,10.3
10494,Mature,Good,No,,15979.27,317.4,8.4,297.6
54477,Juvenile,Good,No,,269.7,2.4,0.6,5.3
49239,Middle aged,Good,No,,6990.66,172.4,7,247.3
58446,Juvenile,Good,No,,115.07,,,
17890,Mature,Fair,No,,26287.26,869.6,16.6,1057
16299,Middle aged,Good,No,,2610.71,79.5,5,63.4
56009,Juvenile,Good,No,,179.8,2.4,0.6,3.8
