Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
34395,Mature,Good,No,,24194.02,861.9,17.1,585.9
37247,Mature,Good,No,,15343.02,389.4,11.4,258.6
30,Mature,Good,No,,3670.1,139.1,6.3,33.6
21766,Mature,Good,No,,34953.31,1020,20.5,929
14038,Mature,Good,No,,14619.98,473.9,13,340.3
52233,Middle aged,Fair,No,,6291.59,72,2.5,88.4
49993,Middle aged,Good,No,,1879.52,29.1,2.5,37.1
13606,Mature,Fair,No,,7482.59,215.6,7.9,60.8
1127,Mature,Good,No,,15224.1,373.5,10.5,388
8699,Mature,Fair,No,,14619.98,618.6,13.6,294.6
19787,Middle aged,Fair,No,,2301.45,79.5,4.4,41.6
3675,Mature,Good,No,,26287.26,675.8,12.9,718.8
48023,Juvenile,Good,No,,647.28,14.5,1.8,29.6
52546,Juvenile,Good,No,,310.7,3,0.5,11.8
37246,Middle aged,Fair,No,,4228.92,40.9,1.7,62.9
9570,Mature,Good,No,,12694.3,265.8,7.2,379.1
10059,Mature,Good,No,,29028.5,1107.3,21.5,636.5
48309,Middle aged,Good,No,,524.3,7.4,1.1,11.8
60311,,,No,,,,,
44768,Middle aged,Good,No,,4177.14,28.3,1.9,28.7
59059,Juvenile,Good,No,,1450.39,,,
12155,Mature,Fair,No,,647.28,12.8,1.4,41.8
12620,Middle aged,Good,No,,7281.95,157.9,6.8,195.6
46139,Middle aged,Good,No,,1213.66,39.8,3.3,31.7
10248,Mature,Good,No,,3728.35,103.1,5.3,45.1
1100239,Juvenile,Good,No,,269.7,,,
49146,Middle aged,Good,No,,1456.39,39.2,3.3,29.6
27534,Mature,Fair,No,,18855.6,717.3,13.6,395
20389,Mature,Fair,No,,23968.9,1385.3,21.8,702.3
58006,Juvenile,Good,No,,172.61,,,
53370,Mature,Fair,No,,6014.46,578,12,246.5
34979,Middle aged,Good,No,,1268.68,7.4,1.1,2.6
42160,Middle aged,Good,No,,4177.14,35.5,2.9,68
14948,Middle aged,Fair,No,,12462.37,287.9,8.1,252.3
58122,Over Mature,Good,No,,5825.55,,,
4116,Mature,Fair,No,,11815.08,189.9,6.4,163
4010,Juvenile,Good,No,,3068.6,67.1,4.1,10.7
14382,Mature,Fair,No,,19641.82,466.6,9.8,233.5
47162,Over Mature,Fair,No,,32891.59,1442.9,22.3,373.1
55772,Juvenile,Good,No,,179.8,2.7,0.7,9.9
58473,Juvenile,Good,No,,153.43,,,
4101,Mature,Fair,No,,26107.1,545.7,12.6,343.5
5889,Mature,Fair,No,,6291.6,147.9,5.5,85.3
55568,Juvenile,Fair,No,,258.91,4.3,0.8,11.6
5902,Mature,Good,No,,5178.27,215.6,8.8,149.5
13231,Mature,Good,No,,21447.74,440.4,10.7,168.8
28730,Middle aged,Good,No,,5136.19,62.5,3.5,63.6
20764,Mature,Good,No,,34918.79,1334.8,23.9,428
47830,Middle aged,Good,No,,2114.46,29.1,2.5,41.2
47425,Juvenile,Good,No,,932.09,13.4,1.6,7.9
36387,Middle aged,Fair,No,,647.28,11.5,1.1,80.2
60054,,,No,,,,,
58616,Not Applicable,Not applicable,No,,0,,,
4580,Middle aged,Good,No,,19661.24,421.9,12.2,340.3
6227,Mature,Good,No,,17476.65,479.1,13.1,594.5
55411,Mature,Good,No,,31069.6,625.5,12.3,288.4
7398,Mature,Fair,No,,31716.89,980,17.8,534.9
54009,Juvenile,Good,No,,613.72,2,0.6,4.5
5469,Mature,Good,No,,54614.54,1722.4,27.9,517.2
5293,Mature,Good,No,,11815.08,319.7,8.6,215.2
51233,Mature,Fair,No,,14203.79,558.7,11.9,519.8
21621,Mature,Good,No,,10572.3,306.5,8.3,559.1
5857,Mature,Fair,No,,9786.92,175.5,5.3,164.9
47457,Middle aged,Good,No,,4699.28,41.7,3.1,41.2
3909,Middle aged,Fair,No,,3505.04,41.7,2.5,29.4
11057,Middle aged,Fair,No,,2796.26,42.2,2.8,128.8
39252,Middle aged,Fair,No,,1941.85,20.5,1.8,31.7
52382,Juvenile,Good,No,,422.9,3.2,0.7,4
47039,Juvenile,Good,No,,317.17,3.8,0.7,9.2
7323,Mature,Fair,No,,34918.79,840.2,13,406.8
6490,Mature,Fair,No,,14828.06,585.1,12.2,288.4
13719,Mature,Fair,No,,50332.76,1394,21.9,584
10392,Mature,Fair,No,,15224.1,384,9.6,216.8
58028,Middle aged,Fair,No,,2157.61,,,
52373,Juvenile,Good,No,,460.29,2.7,0.7,3.5
41706,Juvenile,Fair,No,,863.04,7.4,1,11.6
57428,Juvenile,Good,No,,153.43,,,
44311,Juvenile,Good,No,,1305.35,15.7,1.8,37.1
42122,Middle aged,Good,No,,1558.87,28.1,2.7,102.1
51675,Middle aged,Good,No,,2589.13,52.3,3.6,95.7
6712,Mature,Good,No,,31905.68,1121.3,21.6,420.2
18788,Mature,Good,No,,19064.66,565.5,13.4,301.2
12855,Mature,Good,No,,414.26,8,1.2,55.7
13255,Middle aged,Good,No,,6350.93,112.6,4.6,122.3
2611,Mature,Good,No,,71053.38,3137.2,39.6,468.2
48529,Middle aged,Good,No,,932.09,11.5,1.6,12.6
17891,Middle aged,Fair,No,,5056.9,69.9,3.8,127.8
6576,Mature,Fair,No,,10209.82,338.7,9.5,67.7
57128,Juvenile,Good,No,,299.67,2.4,0.6,8.5
45518,Juvenile,Good,No,,870.23,12.9,1.6,60
53148,Juvenile,Good,No,,1268.68,8.6,1.4,3.5
53926,Juvenile,Good,No,,970.92,2.2,0.5,2.8
1124,Mature,Good,No,,146891.27,5280.1,29,1917.2
56183,Juvenile,Good,No,,269.7,1.8,0.4,12.5
10326,Mature,Good,No,,27185.9,625.5,12.3,244
12829,Middle aged,Fair,No,,7482.59,233.5,8.2,272.1
5756,Mature,Fair,No,,11283.82,396.1,10.4,190.5
283,Juvenile,Fair,No,,719.2,15.6,1.6,14.2
19285,Mature,Fair,No,,15292.07,421.9,12.2,285.4
59845,,,No,,,,,
52962,Mature,Fair,No,,1093.91,52.3,3.2,39.3
54347,Not Applicable,Fair,No,,86.3,,,
19457,Mature,Good,No,,25373.51,531.6,11.2,365
56749,Juvenile,Good,No,,115.07,1.4,0.4,2.4
47079,Middle aged,Good,No,,1456.39,19.7,2,27.3
10244,Mature,Good,No,,19661.24,489.1,13.2,355.6
20689,Mature,Good,No,,12583.19,175.5,6,319.9
12636,Mature,Fair,No,,10904.57,235.7,6.6,106.4
10805,Middle aged,Good,No,,5825.55,215.6,8.8,122.4
4278,Mature,Fair,No,,11840.97,410.5,11.2,416.8
6607,Mature,Good,No,,42289.18,642.6,15.6,496.4
18177,Mature,Good,No,,5819.8,292.5,10.6,191.3
1100582,Juvenile,Good,No,,191.79,,,
8340,Mature,Fair,No,,29127.75,601.3,11.3,334.1
41023,Middle aged,Good,No,,12945.67,292.5,9.8,340.3
51391,Juvenile,Dead,No,,345.22,4.4,0.9,3.7
49556,Mature,Good,No,,359.6,12.5,1.6,84.6
20465,Mature,Good,No,,73489.32,1764.2,28.2,787.8
20492,Mature,Fair,No,,34254.24,970.9,16.2,514.5
33060,Middle aged,Fair,No,,2796.26,29.3,2.2,25.2
10371,Mature,Poor,No,,7269.71,318.2,9.1,82.8
22744,Mature,Fair,Yes,Tree defect,2796.26,53.1,3.2,29.3
52352,Juvenile,Good,No,,460.29,2.5,0.6,3.5
32583,Middle aged,Good,No,,911.59,23.5,2.2,65.5
55832,Juvenile,Good,No,,719.2,3.5,0.8,15.9
362,Mature,Good,No,,53085.34,2040,30.7,863.4
52574,Juvenile,Fair,Yes,"Dead, dying",414.26,8.6,1.2,11.6
11361,Mature,Fair,No,,10502.29,300.9,8.2,163
48892,Middle aged,Good,No,,582.56,2.6,0.6,2.6
7829,Middle aged,Good,No,,10485.99,279.5,9.5,122.3
3209,Mature,Fair,No,,7767.4,206.3,6.8,244
46560,Middle aged,Good,No,,7258.21,141,5.9,96.5
31491,Mature,Good,No,,26107.1,659,11.9,307.1
56704,Juvenile,Good,No,,352.41,1.5,0.5,3.3
10172,Mature,Good,No,,15218.35,526.9,12.8,395
18423,Mature,Fair,No,,11968.27,518.4,13.2,124
54958,Juvenile,Good,No,,239.74,3.2,0.7,12.5
16174,Mature,Good,No,,57566.15,1855,29.2,929
2178,Middle aged,Good,No,,5056.9,46.4,2.2,33.3
59778,Juvenile,Good,No,,1618.21,,,
53000,Middle aged,Fair,No,,7767.4,123.5,5.1,127.1
10716,Mature,Fair,No,,9308.65,433.5,10.9,180.2
19737,Mature,Good,No,,5825.55,183.3,7.4,26.8
18288,Mature,Fair,No,,30931.52,701.8,11.7,378.8
56756,Juvenile,Good,No,,191.79,,,
2639,Mature,Good,No,,41352.78,1674.4,27.4,301.6
3564,Mature,Good,No,,23336.73,653.9,14.6,281.4
6161,Mature,Good,No,,51782.67,1980,30.2,470.2
55680,Juvenile,Good,No,,115.07,1.4,0.5,10.7
20454,Mature,Fair,No,,20305.52,570.5,9.5,228.5
12224,Mature,Good,No,,37003.04,1400.4,24.5,313.8
6485,Mature,Fair,No,,18855.6,643.9,12.7,319.9
3211,Mature,Fair,No,,5898.38,95.2,3.7,164.9
7860,Mature,Good,No,,23366.94,768.9,14.1,309.6
52506,Middle aged,Good,No,,4641.26,36.2,2.4,50.2
27611,Mature,Fair,No,,8868.26,245.4,7.8,107.4
19284,Mature,Fair,No,,28099.65,1121.3,19.2,584
56596,Mature,Fair,Yes,Unsuitable location,40515.14,1178.2,18.1,379.2
51819,Mature,Good,No,,2157.61,61.4,4.3,29.6
47259,Middle aged,Good,No,,1640.86,24.8,2.4,42.3
22582,Mature,Fair,No,,13321.09,288.2,7.4,55.1
11255,Middle aged,Good,No,,5394.03,122.4,5.6,68.3
8787,Middle aged,Fair,No,,8868.26,85.3,4.2,39.3
55980,Juvenile,Good,No,,115.07,1.4,0.4,5.7
18494,Middle aged,Good,No,,11683.47,252.8,7.7,63.4
2865,Mature,Fair,No,,3670.1,138.3,6.1,44.5
7043,Mature,Fair,No,,16777.58,903.1,18.2,334.1
41125,Juvenile,Fair,No,,783.21,18.7,1.9,19.4
18140,Mature,Fair,No,,9845.9,295.8,8.3,423.5
59995,,,No,,,,,
14744,Mature,Fair,No,,230264.6,5791.7,13.6,1038.3
48102,Middle aged,Good,No,,1044.28,,,
31482,Mature,Good,No,,12411.54,437.5,11.5,190.5
8617,Mature,Fair,No,,6048.5,141.5,5.4,97.3
41698,Middle aged,Good,No,,8293.86,196.6,7.3,110.9
20968,Middle aged,Good,No,,2805.97,47.2,3.1,229.1
34568,Middle aged,Good,No,,15534.8,226.5,6.9,297.6
33045,Mature,Fair,No,,3132.85,60.1,3.4,45.1
5041,Mature,Poor,Yes,Crown decay,21050.62,717.3,13.6,458.9
17095,Mature,Good,No,,16681.57,542.7,14.1,353.8
2996,Mature,Fair,No,,47260.31,1025.6,14.6,439.6
1374,Mature,Fair,No,,4375.64,151.6,6.5,63.4
